log_planet_insol,planet_radius,signal_to_noise,planet_to_star_ratio,planet_teq,planet_insol,transit_duration,orbital_period,impact_parameter,orbital_velocity_proxy,log_orbital_period,temp_ratio
2.5447995244026345,51.47,272.8,35.84259342437784,1104.0,350.59,23.85,10.4032399,1.296,0.45808238998840867,1.017168613491981,0.17174859984882565
2.4157910557425084,2.96,70.5,2.718087494869151,1025.0,260.49,3.3129,5.996533443,0.51,0.5504269304551812,0.7779002601151769,0.18231945923473505
2.350024997395873,3.12,30.5,3.079957472894894,993.0,223.885,3.95,216.10910854,0.586,0.1666385854487557,2.3346730718593562,0.17182903613569317
1.4345689040357954,2.97,44.7,3.318432046444641,582.0,27.2,2.454,20.99757968,0.277,0.36247391892944214,1.3221692379646397,0.11168681632859588
3.1670690955405876,1.43,64.7,1.6686094882036309,1577.0,1469.16,1.31,1.168310132,0.107,0.9494677253507313,0.06755814310284985,0.2862588491039646
